physics,chemistry,None 
television,radio,None 
football,basketball,co_part_holonyms 
seven,series,None 
liquid,water,hyponyms 
rock,jazz,None 
man,woman,antonyms 
king,queen,identity 
type,kind,hypernyms 
journal,association,None 
psychology,science,hypernyms 
computer,news,None 
planet,moon,None 
music,project,None 
five,month,None 
image,surface,None 
glass,metal,None 
media,radio,indirect_hyponyms 
population,development,None 
planet,sun,None 
money,cash,None 
food,fruit,None 
school,center,None 
planet,star,None 
coast,hill,None 
experience,music,None 
life,death,part_meronyms 
consumer,energy,None 
skin,eye,None 
space,chemistry,None 
man,governor,None 
energy,secretary,None 
money,currency,hypernyms 
problem,airport,None 
ministry,culture,None 
life,term,indirect_hypernyms 
cup,food,indirect_hypernyms 
money,dollar,None 
architecture,century,None 
coast,forest,None 
century,year,indirect_part_meronyms 
cup,article,indirect_hypernyms 
train,car,member_meronyms 
cup,object,indirect_hypernyms 
start,year,None 
street,block,None 
wood,forest,identity 
holy,sex,None 
opera,performance,None 
street,place,indirect_hypernyms 
car,flight,None 
student,professor,None 
cup,substance,indirect_hypernyms 
plane,car,indirect_hypernyms 
minority,peace,None 
century,nation,None 
president,medal,None 
stock,life,None 
direction,combination,None 
peace,atmosphere,None 
focus,life,None 
professor,doctor,None 
street,children,None 
opera,industry,None 
media,gain,None 
drink,mother,None 
development,issue,indirect_hypernyms 
peace,plan,None 
sugar,approach,None 
stock,live,None 
start,match,None 
money,operation,None 
attempt,peace,None 
governor,interview,None 
travel,activity,indirect_hypernyms 
media,trading,None 
line,insurance,hyponyms 
report,gain,None 
month,hotel,None 
practice,institution,indirect_hyponyms 
drink,car,None 
profit,loss,None 
investigation,effort,None 
possibility,girl,None 
peace,insurance,None 
