physics,chemistry,None 
football,basketball,co_part_holonyms 
television,radio,None 
rock,jazz,None 
liquid,water,hyponyms 
type,kind,hypernyms 
seven,series,None 
man,woman,antonyms 
king,queen,identity 
planet,moon,None 
journal,association,None 
food,fruit,None 
psychology,science,hypernyms 
five,month,None 
glass,metal,None 
coast,hill,None 
money,cash,None 
century,year,indirect_part_meronyms 
media,radio,indirect_hyponyms 
computer,news,None 
student,professor,None 
image,surface,None 
money,currency,hypernyms 
planet,sun,None 
coast,forest,None 
train,car,member_meronyms 
money,dollar,None 
consumer,energy,None 
music,project,None 
space,chemistry,None 
plane,car,indirect_hypernyms 
population,development,None 
planet,star,None 
problem,airport,None 
experience,music,None 
street,place,indirect_hypernyms 
school,center,None 
wood,forest,identity 
start,year,None 
life,death,part_meronyms 
life,term,indirect_hypernyms 
skin,eye,None 
car,flight,None 
ministry,culture,None 
street,block,None 
architecture,century,None 
cup,substance,indirect_hypernyms 
man,governor,None 
energy,secretary,None 
cup,food,indirect_hypernyms 
holy,sex,None 
century,nation,None 
cup,article,indirect_hypernyms 
media,gain,None 
sugar,approach,None 
professor,doctor,None 
peace,plan,None 
practice,institution,indirect_hyponyms 
cup,object,indirect_hypernyms 
street,children,None 
drink,mother,None 
direction,combination,None 
focus,life,None 
start,match,None 
stock,life,None 
opera,performance,None 
travel,activity,indirect_hypernyms 
drink,car,None 
attempt,peace,None 
president,medal,None 
stock,live,None 
opera,industry,None 
development,issue,indirect_hypernyms 
report,gain,None 
media,trading,None 
month,hotel,None 
money,operation,None 
minority,peace,None 
peace,atmosphere,None 
investigation,effort,None 
profit,loss,None 
governor,interview,None 
line,insurance,hyponyms 
possibility,girl,None 
peace,insurance,None 
